,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
43,,,43.0,24.0,household_agent_27,1045.0,356.0,True,186.0,storage_agent_86
44,,,44.0,24.0,household_agent_28,1046.0,967.0,True,314.0,storage_agent_86
45,,,45.0,24.0,household_agent_46,1064.0,414.0,True,920.0,storage_agent_86
46,,,46.0,24.0,household_agent_59,1077.0,692.0,True,475.0,storage_agent_86
47,,,47.0,24.0,generation_agent_6,1124.0,350.0,True,267.0,storage_agent_86
48,,,48.0,24.0,generation_agent_8,1126.0,721.0,True,105.0,storage_agent_86
49,,,49.0,24.0,generation_agent_47,1165.0,459.0,True,250.0,storage_agent_86
50,,,50.0,24.0,storage_agent_6,1224.0,673.0,True,952.0,storage_agent_86
51,,,51.0,24.0,storage_agent_24,1242.0,436.0,True,678.0,storage_agent_86
52,,,52.0,24.0,storage_agent_29,1247.0,703.0,True,158.0,storage_agent_86
53,,,53.0,24.0,storage_agent_36,1254.0,435.0,True,134.0,storage_agent_86
54,,,54.0,24.0,storage_agent_85,1303.0,929.0,True,627.0,storage_agent_86
55,,,55.0,24.0,storage_agent_92,1310.0,603.0,True,762.0,storage_agent_86
56,,,56.0,24.0,household_agent_21,1039.0,665.0,True,512.0,storage_agent_86
57,,,57.0,24.0,household_agent_27,1045.0,844.0,True,119.0,storage_agent_86
58,,,58.0,24.0,household_agent_28,1046.0,666.0,True,782.0,storage_agent_86
59,,,59.0,24.0,household_agent_46,1064.0,625.0,True,498.0,storage_agent_86
60,,,60.0,24.0,household_agent_59,1077.0,423.0,True,800.0,storage_agent_86
61,,,61.0,24.0,generation_agent_6,1124.0,201.0,True,563.0,storage_agent_86
62,,,62.0,24.0,generation_agent_8,1126.0,974.0,True,936.0,storage_agent_86
63,,,63.0,24.0,generation_agent_47,1165.0,326.0,True,757.0,storage_agent_86
64,,,64.0,24.0,storage_agent_6,1224.0,502.0,True,217.0,storage_agent_86
65,,,65.0,24.0,storage_agent_24,1242.0,441.0,True,190.0,storage_agent_86
66,,,66.0,24.0,storage_agent_29,1247.0,769.0,True,263.0,storage_agent_86
67,,,67.0,24.0,storage_agent_36,1254.0,548.0,True,766.0,storage_agent_86
68,,,68.0,24.0,storage_agent_85,1303.0,867.0,True,992.0,storage_agent_86
69,,,69.0,24.0,storage_agent_92,1310.0,371.0,True,351.0,storage_agent_86
