,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
55,,,household_agent_14,101700.0,183.0,household_agent_13,715.0,136.0,44.0,536.0,227.0
56,,,household_agent_14,101700.0,183.0,household_agent_13,715.0,136.0,78.0,179.0,261.0
57,,,household_agent_14,101701.0,217.0,household_agent_13,715.0,170.0,55.0,536.0,272.0
58,,,household_agent_14,101701.0,217.0,household_agent_13,715.0,170.0,89.0,179.0,306.0
59,,,household_agent_14,101702.0,349.0,household_agent_13,552.0,326.0,81.0,536.0,430.0
60,,,household_agent_14,101702.0,349.0,household_agent_13,552.0,326.0,108.0,16.0,457.0
61,,,household_agent_14,101703.0,377.0,household_agent_13,552.0,354.0,53.0,536.0,430.0
62,,,household_agent_14,101703.0,377.0,household_agent_13,552.0,354.0,80.0,16.0,457.0
63,,,household_agent_21,102400.0,198.0,household_agent_22,986.0,159.0,43.0,536.0,241.0
64,,,household_agent_21,102400.0,198.0,household_agent_22,986.0,159.0,77.0,450.0,275.0
65,,,household_agent_21,102401.0,232.0,household_agent_22,986.0,193.0,43.0,536.0,275.0
66,,,household_agent_21,102401.0,232.0,household_agent_22,986.0,193.0,77.0,450.0,309.0
67,,,household_agent_21,102402.0,385.0,household_agent_22,744.0,303.0,47.0,536.0,432.0
68,,,household_agent_21,102402.0,385.0,household_agent_22,744.0,303.0,81.0,208.0,466.0
69,,,household_agent_21,102403.0,419.0,household_agent_22,744.0,337.0,47.0,536.0,466.0
70,,,household_agent_21,102403.0,419.0,household_agent_22,744.0,337.0,81.0,208.0,500.0
71,,,household_agent_22,102500.0,167.0,household_agent_21,214.0,157.0,47.0,214.0,214.0
72,,,household_agent_22,102501.0,448.0,household_agent_21,491.0,385.0,47.0,491.0,495.0
