,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
51,,,51.0,23.0,storage_agent_14,1232.0,712.0,True,68.0,generation_agent_83
52,,,52.0,23.0,storage_agent_21,1239.0,538.0,True,62.0,generation_agent_83
53,,,53.0,23.0,storage_agent_54,1272.0,653.0,True,16.0,generation_agent_83
54,,,54.0,23.0,storage_agent_67,1285.0,606.0,True,30.0,generation_agent_83
55,,,55.0,23.0,storage_agent_68,1286.0,475.0,True,64.0,generation_agent_83
56,,,56.0,23.0,household_agent_4,1022.0,449.0,True,13.0,generation_agent_83
57,,,57.0,23.0,household_agent_12,1030.0,308.0,True,95.0,generation_agent_83
58,,,58.0,23.0,household_agent_21,1039.0,794.0,True,77.0,generation_agent_83
59,,,59.0,23.0,household_agent_27,1045.0,644.0,True,69.0,generation_agent_83
60,,,60.0,23.0,household_agent_83,1101.0,866.0,True,16.0,generation_agent_83
61,,,61.0,23.0,generation_agent_21,1139.0,729.0,True,98.0,generation_agent_83
62,,,62.0,23.0,generation_agent_54,1172.0,367.0,True,91.0,generation_agent_83
63,,,63.0,23.0,generation_agent_70,1188.0,682.0,True,67.0,generation_agent_83
64,,,64.0,23.0,storage_agent_3,1221.0,911.0,True,91.0,generation_agent_83
65,,,65.0,23.0,storage_agent_14,1232.0,413.0,True,87.0,generation_agent_83
66,,,66.0,23.0,storage_agent_21,1239.0,850.0,True,5.0,generation_agent_83
67,,,67.0,23.0,storage_agent_54,1272.0,705.0,True,56.0,generation_agent_83
68,,,68.0,23.0,storage_agent_67,1285.0,234.0,True,28.0,generation_agent_83
69,,,69.0,23.0,storage_agent_68,1286.0,653.0,True,19.0,generation_agent_83
