,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
47,,,47.0,96.0,household_agent_75,1099.0,87.0,True,5609.0,generation_agent_38
48,,,48.0,96.0,generation_agent_16,1140.0,147.0,True,9256.0,generation_agent_38
49,,,49.0,96.0,generation_agent_37,1161.0,200.0,True,29011.0,generation_agent_38
50,,,50.0,96.0,generation_agent_49,1173.0,195.0,True,26180.0,generation_agent_38
51,,,51.0,96.0,generation_agent_65,1189.0,149.0,True,15371.0,generation_agent_38
52,,,52.0,96.0,generation_agent_84,1208.0,189.0,True,2612.0,generation_agent_38
53,,,53.0,96.0,storage_agent_22,1246.0,142.0,True,29855.0,generation_agent_38
54,,,54.0,96.0,storage_agent_31,1255.0,150.0,True,11224.0,generation_agent_38
55,,,55.0,96.0,storage_agent_63,1287.0,186.0,True,27914.0,generation_agent_38
56,,,56.0,96.0,household_agent_0,1024.0,102.0,True,21546.0,generation_agent_38
57,,,57.0,96.0,household_agent_40,1064.0,90.0,True,1072.0,generation_agent_38
58,,,58.0,96.0,household_agent_46,1070.0,135.0,True,27550.0,generation_agent_38
59,,,59.0,96.0,household_agent_56,1080.0,131.0,True,17229.0,generation_agent_38
60,,,60.0,96.0,household_agent_57,1081.0,192.0,True,7211.0,generation_agent_38
61,,,61.0,96.0,household_agent_75,1099.0,65.0,True,9310.0,generation_agent_38
62,,,62.0,96.0,generation_agent_16,1140.0,112.0,True,11045.0,generation_agent_38
63,,,63.0,96.0,generation_agent_37,1161.0,162.0,True,12727.0,generation_agent_38
64,,,64.0,96.0,generation_agent_49,1173.0,62.0,True,2822.0,generation_agent_38
65,,,65.0,96.0,generation_agent_65,1189.0,170.0,True,21011.0,generation_agent_38
66,,,66.0,96.0,generation_agent_84,1208.0,159.0,True,16274.0,generation_agent_38
67,,,67.0,96.0,storage_agent_22,1246.0,53.0,True,8784.0,generation_agent_38
68,,,68.0,96.0,storage_agent_31,1255.0,87.0,True,27259.0,generation_agent_38
69,,,69.0,96.0,storage_agent_63,1287.0,145.0,True,27202.0,generation_agent_38
