,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
24,,,24.0,21.0,storage_agent_3,1227.0,604.0,True,95.0,household_agent_1
25,,,25.0,21.0,storage_agent_47,1271.0,880.0,True,17.0,household_agent_1
26,,,26.0,21.0,storage_agent_59,1283.0,984.0,True,68.0,household_agent_1
27,,,27.0,21.0,storage_agent_69,1293.0,249.0,True,62.0,household_agent_1
28,,,28.0,21.0,household_agent_2,1026.0,735.0,True,71.0,household_agent_1
29,,,29.0,21.0,household_agent_11,1035.0,925.0,True,98.0,household_agent_1
30,,,30.0,21.0,household_agent_24,1048.0,748.0,True,52.0,household_agent_1
31,,,31.0,21.0,household_agent_49,1073.0,485.0,True,90.0,household_agent_1
32,,,32.0,21.0,household_agent_77,1101.0,324.0,True,88.0,household_agent_1
33,,,33.0,21.0,generation_agent_17,1141.0,699.0,True,53.0,household_agent_1
34,,,34.0,21.0,generation_agent_20,1144.0,449.0,True,80.0,household_agent_1
35,,,35.0,21.0,generation_agent_63,1187.0,726.0,True,24.0,household_agent_1
36,,,36.0,21.0,generation_agent_66,1190.0,624.0,True,86.0,household_agent_1
37,,,37.0,21.0,generation_agent_68,1192.0,369.0,True,18.0,household_agent_1
38,,,38.0,21.0,storage_agent_3,1227.0,213.0,True,82.0,household_agent_1
39,,,39.0,21.0,storage_agent_47,1271.0,234.0,True,50.0,household_agent_1
40,,,40.0,21.0,storage_agent_59,1283.0,478.0,True,45.0,household_agent_1
41,,,41.0,21.0,storage_agent_69,1293.0,293.0,True,48.0,household_agent_1
42,,,42.0,21.0,household_agent_2,1026.0,498.0,True,35.0,household_agent_1
43,,,43.0,21.0,household_agent_11,1035.0,688.0,True,25.0,household_agent_1
44,,,44.0,21.0,household_agent_24,1048.0,201.0,True,100.0,household_agent_1
45,,,45.0,21.0,household_agent_49,1073.0,728.0,True,13.0,household_agent_1
46,,,46.0,21.0,household_agent_77,1101.0,760.0,True,39.0,household_agent_1
47,,,47.0,21.0,generation_agent_17,1141.0,283.0,True,55.0,household_agent_1
48,,,48.0,21.0,generation_agent_20,1144.0,793.0,True,57.0,household_agent_1
49,,,49.0,21.0,generation_agent_63,1187.0,468.0,True,41.0,household_agent_1
50,,,50.0,21.0,generation_agent_66,1190.0,410.0,True,55.0,household_agent_1
51,,,51.0,21.0,generation_agent_68,1192.0,237.0,True,10.0,household_agent_1
52,,,52.0,21.0,storage_agent_3,1227.0,943.0,True,88.0,household_agent_1
53,,,53.0,21.0,storage_agent_47,1271.0,964.0,True,99.0,household_agent_1
54,,,54.0,21.0,storage_agent_59,1283.0,589.0,True,24.0,household_agent_1
55,,,55.0,21.0,storage_agent_69,1293.0,631.0,True,72.0,household_agent_1
56,,,56.0,21.0,household_agent_2,1026.0,529.0,True,50.0,household_agent_1
57,,,57.0,21.0,household_agent_11,1035.0,432.0,True,71.0,household_agent_1
58,,,58.0,21.0,household_agent_24,1048.0,255.0,True,42.0,household_agent_1
59,,,59.0,21.0,household_agent_49,1073.0,930.0,True,92.0,household_agent_1
60,,,60.0,21.0,household_agent_77,1101.0,367.0,True,21.0,household_agent_1
61,,,61.0,21.0,generation_agent_17,1141.0,530.0,True,66.0,household_agent_1
62,,,62.0,21.0,generation_agent_20,1144.0,263.0,True,73.0,household_agent_1
63,,,63.0,21.0,generation_agent_63,1187.0,680.0,True,64.0,household_agent_1
64,,,64.0,21.0,generation_agent_66,1190.0,226.0,True,17.0,household_agent_1
65,,,65.0,21.0,generation_agent_68,1192.0,240.0,True,95.0,household_agent_1
66,,,66.0,21.0,storage_agent_3,1227.0,587.0,True,11.0,household_agent_1
67,,,67.0,21.0,storage_agent_47,1271.0,342.0,True,77.0,household_agent_1
68,,,68.0,21.0,storage_agent_59,1283.0,331.0,True,65.0,household_agent_1
69,,,69.0,21.0,storage_agent_69,1293.0,379.0,True,13.0,household_agent_1
