,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
59,,,59.0,6.0,household_agent_46,1070.0,387.0,True,80.0,storage_agent_77
60,,,60.0,6.0,household_agent_64,1088.0,958.0,True,70.0,storage_agent_77
61,,,61.0,6.0,generation_agent_1,1125.0,819.0,True,14.0,storage_agent_77
62,,,62.0,6.0,generation_agent_41,1165.0,712.0,True,7.0,storage_agent_77
63,,,63.0,6.0,generation_agent_59,1183.0,936.0,True,82.0,storage_agent_77
64,,,64.0,6.0,generation_agent_89,1213.0,429.0,True,27.0,storage_agent_77
65,,,65.0,6.0,storage_agent_8,1232.0,794.0,True,39.0,storage_agent_77
66,,,66.0,6.0,storage_agent_46,1270.0,299.0,True,100.0,storage_agent_77
67,,,67.0,6.0,storage_agent_73,1297.0,230.0,True,28.0,storage_agent_77
68,,,68.0,6.0,storage_agent_74,1298.0,594.0,True,69.0,storage_agent_77
69,,,69.0,6.0,storage_agent_81,1305.0,344.0,True,34.0,storage_agent_77
